№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
88,Заявитель (Взыскатель/должник),"",Заявление об изменении основания или предмета иска,ТБП7.Подать документы в суд,"Четкий срок не установлен. До принятия судебного акта, которым заканчивается рассмотрение дела по существу","Переход к типовому процессу ""Подать документы в суд"" В результате данного ТП Заявитель (Взыскатель/должник) подает заявление об изменении основания или предмета заявленных требованийВ силу части 1 статьи 49 АПК РФ Заявитель (Взыскатель/должник) вправе при рассмотрениидела в арбитражном суде первой инстанции до принятия судебного акта, которым заканчивается рассмотрение дела по существу, изменить основаниеили предмет иска.Изменение предмета иска означает изменение материально-правовоготребования истца к ответчику. Изменение основания иска означаетизменение обстоятельств, на которых истец основывает свое требование к ответчикуСогласно ст. 25 Постановления Пленума ВС РФ №46 от 23.12.2021 ""О применении Арбитражного процессуального кодекса Российской Федерации при рассмотрении дел в суде первой инстанции"" не допускается одновременное изменение предмета и основания заявленных требований а, являющееся, по существу,предъявлением нового требования. Соблюдение данного запрета проверяется арбитражным судом вне зависимости от наименования представленного истцом документа. Изменение правовой квалификации требования или правового обоснования требования не является изменением предмета или основания иска, заисключением случаев, когда истец при изменении правовой квалификацииизменяет также требование (предмет требований) и ссылается на иные фактические обстоятельства (основание требований)"
89,Заявитель (Взыскатель/должник),"","",Завершение процесса,"",Завершение процесса
90,Судья,—,—,Поступило заявление об изменении основания или предмета требований,—,Судья получает заявление об изменении требований
91,Система,"","",Принять изменения исковых требований,"",Система принимает изменение исковых требований. При переходе суда к рассмотрению по существу ходатайство об изменении исковых требований недоступно для подачи
92,Судья,"","", Переход к шагу 138,"", Переход к шагу 138
93,Судья,"",""," Переход в ТП ""Переход к новому рассмотрению в зависимости от процесса""",""," Переход в ТП ""Переход к новому рассмотрению в зависимости от процесса"""
94,Судья,"","",Создать новое рассмотрение,"","Переход к типовому процессу ""Создать новое рассмотрение"". В результате данного ТП судья создает новое рассмотрение дела"
95,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 96"
96,Судья, , ,ТБП142.Сформировать правовую позицию по делу, ,"Переход к типовому процессу ""Сформировать правовую позицию по делу"". В результате данного ТП Судья формирует правовую позицию по делу. Система проводить автоматические проверки, анализирует материалы дела и судебную практику, формирует отчет для судьи.Внутри данного процесса ТП ""Оценить доказательства по делу""Судья формирует правовую позицию по делу (будет ли рассматривать дело по существу, прекратит, передаст по подсудности)"
97,Судья,"","",Чем завершается рассмотрение?Эксклюзивный шлюз,"","Определяется, чем завершается рассмотрение. Переход к шагам 98-104"
 98,Судья,"",Определение о передаче дела по подсудности,ТБП65.Передать дело по подсудности,"","Переход к типовому процессу ""Передать дело по подсудности"". Правила подсудности регулируются ст. 39 АПК РФ. Согласно ч.1 данной статьи дело, принятое арбитражным судом к своему производству с соблюдением правил подсудности, должно быть рассмотрено им по существу, хотя бы в дальнейшем оно стало подсудным другому суду. Передача дела по подсудности регулируется ч.2 ст 39. В результате данного ТП дело передается по подсудности о передаче дела по подсудности выносится определение, которое может быть обжаловано в арбитражный суд апелляционной инстанции в десятидневный срок со дня его вынесения."
99,Судья,"",Определение  об оставлении заявления без рассмотрения,ТБП110.Рассмотреть вопрос об оставлении без рассмотрения,—,"Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"" В результате этого ТП Судья принимает решение об оставлении заявления без рассмотренияОставление заявления без рассмотрения проводится согласно ст. 148-149 АПК.В случае оставления заявления без рассмотрения производство по делу заканчивается вынесением определения.В определении арбитражный суд указывает основания для оставления заявления без рассмотрения, а также решает вопрос о возврате государственной пошлины из федерального бюджета в случае, предусмотренном частью 2 статьи 148 настоящего Кодекса.Оставление заявления без рассмотрения не лишает истца права вновь обратиться в арбитражный суд с заявлением в общем порядке после устранения обстоятельств, послуживших основанием для оставления заявления без рассмотрения.  "
 100, Судья,"",Определение о прекращении производства,ТБП109.Рассмотреть вопрос о прекращении производства по делу,"","Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства"" В результате этого ТП Судья принимает решение о прекращении производстваПрекращение производства проводится согласно ст. 150 АПК. О прекращении производства по делу арбитражный суд выносит определение. В определении арбитражный суд указывает основания для прекращения производства по делу, а также разрешает вопросы о возврате государственной пошлины из федерального бюджета в случае, предусмотренном частью 1 статьи 150 АПК, и распределении между сторонами судебных расходов.В случае прекращения производства по делу повторное обращение в арбитражный суд по спору между теми же лицами, о том же предмете и по тем же основаниям не допускается, за исключением прекращения производства по делу о защите прав и законных интересов группы лиц в порядке, установленном частью 7 статьи 225.15 настоящего Кодекса."
101,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 102"
102,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
103,Судья,"","",Завершение процесса,"",Завершение процесса
104,Судья,"","",ТБП140.Рассмотреть по существу,10 дней с даты поступления заявления в суд,"Переход к типовому процессу ""Рассмотреть по существу"" Судья рассматривает дело по существу в соответствии с главой 24 АПК РФ. Согласно ст. 14-15 Постановления Пленума ВС РФ от 17.11.2015 N 50 При рассмотрении заявления об оспаривании постановлений, действий (бездействия) судебного пристава-исполнителя суд вправе в этом же процессе разрешить вопрос о приостановлении исполнительного производства полностью или частично по заявлению взыскателя, должника или судебного пристава-исполнителя (пункт 4 части 2 статьи 39 Закона об исполнительном производстве). Заявление о приостановлении исполнительного производства рассматривается в десятидневный срок в судебном заседании с извещением взыскателя, должника, судебного пристава-исполнителя, неявка которых не препятствует разрешению указанного заявления (часть 2 статьи 358, часть 3 статьи 359 КАС РФ, часть 2 статьи 324, часть 3 статьи 327 АПК РФ).Бездействие судебного пристава-исполнителя может быть признано незаконным, если он имел возможность совершить необходимые исполнительные действия и применить необходимые меры принудительного исполнения, направленные на полное, правильное и своевременное исполнение требований исполнительного документа в установленный законом срок, однако не сделал этого, чем нарушил права и законные интересы стороны исполнительного производства. Например, незаконным может быть признано бездействие судебного пристава-исполнителя, установившего отсутствие у должника каких-либо денежных средств, но не совершившего всех необходимых исполнительных действий по выявлению другого имущества должника, на которое могло быть обращено взыскание, в целях исполнения исполнительного документа (в частности, не направил запросы в налоговые органы, в органы, осуществляющие государственную регистрацию имущества и (или) прав на него, и т.д.).Не могут рассматриваться как основания, оправдывающие превышение сроков исполнения исполнительных документов, обстоятельства, связанные с организацией работы структурного подразделения службы судебных приставов, например, отсутствие необходимого штата судебных приставов-исполнителей, замена судебного пристава-исполнителя ввиду его болезни, отпуска, пребывания на учебе, нахождения в служебной командировке, прекращения или приостановления его полномочий (части 4 и 5 статьи 10 КАС РФ, части 4 и 5 статьи 6.1 АПК РФ).Бремя доказывания наличия уважительных причин неисполнения исполнительного документа в установленный законом срок возлагается на судебного пристава-исполнителя."
105,Судья,Заявление об изменении основания или предмета иска,Определение об отклонении заявления об изменении основания или предмета иска,ТБП80.Принять СА,—,"Переход к типовому процессу ""Принять СА"" В результате этого ТП Судья принимает судебный акт по результатам рассмотрения заявления и выносит Определение об отклонении заявления об изменении основания или предмета иска"
106,Заявитель (Взыскатель/должник),Решение суда по заявлению, ,Получено решение , ,Заявитель (Взыскатель/должник) получает решение суда по заявлению
107,Заявитель (Взыскатель/должник), , ,Ознакомиться, ,Заявитель (Взыскатель/должник) знакомится с решением суда по заявлению
108,Заявитель (Взыскатель/должник), , ,Есть ли основание для обжалования?Эксклюзивный шлюз, ,"Заявитель (Взыскатель/должник) определяет, есть ли основания для обжалованияДа: переход к шагу 109Нет: переход к шагу 121Апелляционное производство регулируется положениями гл. 34 АПК РФ. Согласно ст. 257 лица, участвующие в деле, а также иные лица вправе обжаловать в порядке апелляционного производства решение арбитражного суда первой инстанции, не вступившее в законную силу. Апелляционная жалоба подается через принявший решение в первой инстанции арбитражный суд, который обязан направить ее вместе с делом в соответствующий арбитражный суд апелляционной инстанции в трехдневный срок со дня поступления жалобы в суд или со дня составления мотивированного решения по делу, рассмотренному в порядке упрощенного производства."
109,Заявитель (Взыскатель/должник), , ,Переход к процессу апелляционного обжалования, ,Переход к процессу апелляционного обжалования
110,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,Решение суда по заявлению, ,Получено решение , ,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России получает решение суда по заявлению
111,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России, , ,Ознакомиться, ,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России знакомится с решением суда по заявлению
112,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России, , ,Есть ли основание для обжалования?Эксклюзивный шлюз, ,"Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России определяет, есть ли основания для обжалованияДа: переход к шагу 109Нет: переход к шагу 121Апелляционное производство регулируется положениями гл. 34 АПК РФ. Согласно ст. 257 лица, участвующие в деле, а также иные лица вправе обжаловать в порядке апелляционного производства решение арбитражного суда первой инстанции, не вступившее в законную силу. Апелляционная жалоба подается через принявший решение в первой инстанции арбитражный суд, который обязан направить ее вместе с делом в соответствующий арбитражный суд апелляционной инстанции в трехдневный срок со дня поступления жалобы в суд или со дня составления мотивированного решения по делу, рассмотренному в порядке упрощенного производства."
113,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России, , ,Переход к процессу апелляционного обжалования, ,Переход к процессу апелляционного обжалования
114,Заинтересованное лицо (Взыскатель/должник),Решение суда по заявлению, ,Получено решение , ,Заинтересованное лицо (Взыскатель/должник) получает решение суда по заявлению
115,Заинтересованное лицо (Взыскатель/должник), , ,Ознакомиться, ,Заинтересованное лицо (Взыскатель/должник) знакомится с решением суда по заявлению
116,Заинтересованное лицо (Взыскатель/должник), , ,Есть ли основание для обжалования?Эксклюзивный шлюз, ,"Заинтересованное лицо (Взыскатель/должник) определяет, есть ли основания для обжалованияДа: переход к шагу 117Нет: переход к шагу 118Апелляционное производство регулируется положениями гл. 34 АПК РФ. Согласно ст. 257 лица, участвующие в деле, а также иные лица вправе обжаловать в порядке апелляционного производства решение арбитражного суда первой инстанции, не вступившее в законную силу. Апелляционная жалоба подается через принявший решение в первой инстанции арбитражный суд, который обязан направить ее вместе с делом в соответствующий арбитражный суд апелляционной инстанции в трехдневный срок со дня поступления жалобы в суд или со дня составления мотивированного решения по делу, рассмотренному в порядке упрощенного производства."
117,Заинтересованное лицо (Взыскатель/должник), , ,Переход к процессу апелляционного обжалования, ,Переход к процессу апелляционного обжалования
118,Заинтересованное лицо (Взыскатель/должник), , ,"Лицо ознакомлено с СА, оснаваний для обжалования нет.", ,Завершение процесса
119,Судья, , ,Подлежит немедленному исполнению?Эксклюзивный шлюз, ,Подлежит немедленному исполнению?Да: переход к шагу 138Нет: переход к шагу 120
120,Судья, , ,Ожидать вступление в законную силу. Установлен в решении суда, ,Ожидать вступление в законную силу. Установлен в решении суда
121,Заявитель (Взыскатель/должник), , ,Требуется ли заявление для исполнения СА?Эксклюзивный шлюз, ,Определяется требуется ли подать заявление для исполнения СА. При подаче искового заявления в форме подачи предполагается подача ходатайства о выдаче/направлении ЭИДИстец может изменить форму/место выдачи ЭИД до исполнения САДа: переход к шагу 122Нет: переход к шагу 123
122,Заявитель (Взыскатель/должник), ,Ходатайство о выдаче исполнительного листа,ТБП7.Подать документы в суд, ,"Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Заявитель (Взыскатель/должник) формирует и подает ходатайство о выдаче исполнительного листа. Согласно ч. 3 ст. 319 АПК РФ исполнительный лист выдается после вступления судебного акта в законную силу, за исключением случаев немедленного исполнения. В этих случаях исполнительный лист выдается сразу после принятия такого судебного акта или обращения его к немедленному исполнению. Исполнительный лист выдается по ходатайству взыскателя или по его ходатайству направляется для исполнения непосредственно арбитражным судом."
123,Заявитель (Взыскатель/должник), , ,Эксклюзивный шлюз,"",Эксклюзивный шлюз
124,Заинтересованное лицо (Взыскатель/должник),Полученный документ,—,Требуется ли заявить ходатайства связанные с исполнительным производством?Эксклюзивный шлюз,—,Требуется ли заявить ходатайства связанные с исполнительным производством?Да: переход к шагу 125Нет: переход к шагу 126
125,Заинтересованное лицо (Взыскатель/должник),"",Ходатайства связанные с исполнительным производством,ТБП7.Подать документы в суд,"","Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Заинтересованное лицо (Взыскатель/должник) подает в суд ходатайства"
126,Заинтересованное лицо (Взыскатель/должник),"","",Контролировать принудительное исполнение,"",Завершение процесса
127,Заинтересованное лицо (Взыскатель/должник),"","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта"
128,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Требуется уведомить суд об исполнении?Эксклюзивный шлюз,"",Требуется уведомить суд об исполнении?Да: переход к шагу 129Нет: переход к шагу 132
129,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Подтвердить исполнение СА,"",Подтвердить исполнение СА
130,Система,"","",Уведомить суд об исполнении СА,"",Уведомить суд об исполнении СА
131,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Завершение процесса,"",Завершение процесса
132,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Требуется ли заявить ходатайства связанные с исполнительным производством?Эксклюзивный шлюз,"",Требуется ли заявить ходатайства связанные с исполнительным производством?Да: переход к шагу 133Нет: переход к шагу 134
133,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"",Ходатайства связанные с исполнительным производством,ТБП7.Подать документы в суд,"","Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России подает в суд ходатайства связанные с исполнительным производством"
134,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","",Контролировать принудительное исполнение,"",Завершение процесса
135,Судебный пристав-исполнитель/старший судебный пристав структурного подразделения ФССП России/территориальный орган ФССП России,"","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта"
136,Канцелярия,Ходатайства связанные с исполнительным производством,Зарегистрированный документ,Поступил документ по делу,Канцелярия принимает и регистрирует отзыв на заявление,Возможна автоматизация регистрации
137,Канцелярия суда,Ходатайства связанные с исполнительным производством,Зарегистрированное заявление,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ».При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
138,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 139"
139,Судья,"","",ТБП91.Обратить СА к исполнению,"","Переход к типовому процессу ""Обратить СА к исполнению"". В результате данного ТП судья обращает СА к исполнению"
140,Судья,"","",6 месяцев с даты окончания срока на обжалование последнего судебного акта при условии подтверждения исполнения,"",6 месяцев с даты окончания срока на обжалование последнего судебного акта при условии подтверждения исполнения
141,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
142,Судья,"","",Завершение процесса,"",Завершение процесса
